gene_id	chrom	left	right
MTND2P22	2	131030051	131031084
MTND2P23	2	212641930	212642581
MTND2P24	X	55205626	55206432
MTND2P25	X	62063166	62063776
MTND2P26	11	103276940	103277969
MTND2P28	1	565019	566063
MTND2P29	1	50482763	50483175
MTND2P30	1	81546474	81546856
MTND2P31	4	14507488	14508104
MTND2P32	8	32872778	32874561
MTND2P33	4	156382784	156383815
MTND2P38	8	47738849	47740031
MTND2P39	X	142522310	142523074
MTND2P40	19	12613488	12614920
MTND3P1	13	22687257	22687477
MTND3P2	7	63566031	63566373
MTND3P3	4	156377789	156378133
MTND3P4	9	104555735	104556038
MTND3P5	4	25721720	25722053
MTND3P6	3	106615329	106615668
MTND3P7	3	165878564	165878907
MTND3P8	1	235705058	235705397
MTND3P9	2	143856052	143856398
MTND3P10	2	120970510	120970851
MTND3P12	15	58442833	58443161
MTND3P13	16	10817280	10817623
MTND3P16	2	202418410	202418754
MTND3P17	2	203482006	203482350
MTND3P19	5	99386422	99386767
MTND3P20	6	153989311	153989497
MTND3P21	1	94389941	94390272
MTND3P22	4	49248617	49248932
MTND3P23	9	94872449	94872796
MTND3P24	4	65476697	65477026
MTND3P25	5	134264082	134264217
MTND4LP1	X	125606710	125606867
MTND4LP2	7	63565669	63565954
MTND4LP3	3	106614575	106615255
MTND4LP5	5	99386062	99386354
MTND4LP7	9	94872856	94873150
MTND4LP9	3	29839142	29839316
MTND4LP10	3	165878201	165878492
MTND4LP11	10	33312295	33312575
MTND4LP12	2	143855691	143855986
MTND4LP13	2	202079375	202079673
MTND4LP14	2	120970919	120971207
MTND4LP16	2	202418818	202419113
MTND4LP17	2	203482417	203482710
MTND4LP18	11	81263267	81263558
MTND4LP19	6	92436876	92437042
MTND4LP20	6	153989723	153989993
MTND4LP21	1	235704711	235705006
MTND4LP22	4	25721376	25721652
MTND4LP24	16	10816921	10817212
MTND4LP25	16	49100477	49100640
MTND4LP26	8	18058432	18058714
MTND4LP30	5	134263719	134264016
MTND4LP31	4	65476333	65476627
MTND4P1	13	85094237	85095703
MTND4P2	7	63564470	63565673
MTND4P3	7	67731305	67731846
MTND4P4	7	57237112	57238478
MTND4P5	7	57260400	57261775
MTND4P6	7	116903970	116904442
MTND4P7	8	13210909	13211039
MTND4P8	4	156376201	156377563
MTND4P9	4	25719703	25721367
MTND4P10	1	235703352	235704715
MTND4P11	1	94388129	94389501
MTND4P12	5	134262349	134263726
MTND4P13	6	153990013	153991036
MTND4P14	9	5107936	5109290
MTND4P15	9	94873146	94874179
MTND4P16	3	106613198	106614565
MTND4P17	3	165877808	165878158
MTND4P18	10	36723637	36724102
MTND4P19	10	96533912	96534390
MTND4P20	10	96700009	96700878
MTND4P21	2	132129866	132131223
MTND4P22	2	143854407	143855576
MTND4P23	2	202078020	202079383
MTND4P24	X	125606867	125607264
MTND4P25	2	83042107	83042640
MTND4P26	2	120971206	120972565
MTND4P27	2	131036329	131037683
MTND4P28	2	156167534	156167921
MTND4P29	2	202419106	202420774
MTND4P30	2	203482705	203483604
MTND4P31	X	69344821	69348921
MTND4P32	X	102054869	102056327
MTND4P33	14	84639184	84639950
MTND4P34	16	10815554	10816925
MTND4P35	5	99384691	99386066
MTND5P1	21	45893605	45894980
MTND5P2	13	96344791	96346226
MTND5P3	13	85095859	85098050
MTND5P4	4	17063500	17063788
MTND5P5	4	102893579	102893955
MTND5P6	7	57238680	57240478
MTND5P7	7	57261963	57263761
MTND5P8	7	112012701	112013784
MTND5P9	4	156374200	156375955
MTND5P10	5	99382680	99384489
MTND5P11	5	134260337	134262149
MTND5P12	5	93903165	93904614
MTND5P13	4	65475171	65476250
MTND5P14	9	5109495	5110762
MTND5P15	3	176728506	176728855
MTND5P16	3	106617735	106619438
MTND5P17	10	36721809	36723412
MTND5P18	1	238113035	238114836
MTND5P19	1	235701351	235703145
MTND5P20	1	114119378	114119521
MTND5P21	11	11261305	11261827
MTND5P22	2	125438298	125438493
MTND5P23	2	132127993	132129648
MTND5P24	2	143852357	143854124
MTND5P25	2	202077005	202077804
MTND5P26	X	102057968	102061066
MTND5P27	2	83042932	83044652
MTND5P28	2	120972756	120974855
MTND5P29	2	131037871	131039678
MTND5P30	2	156168208	156169939
MTND5P31	2	202421614	202422988
MTND5P32	15	58444804	58446606
MTND5P33	16	10813871	10815321
MTND5P34	16	55041893	55042218
MTND5P35	14	84640134	84641854
MTND5P40	15	46633551	46633797
MTND5P41	8	36137008	36137214
MTND6P1	Y	8231576	8232000
MTND6P2	5	8618692	8619216
MTND6P3	5	93904633	93905175
MTND6P4	5	134259812	134260334
MTND6P5	9	5091092	5091604
MTND6P6	3	106619439	106619702
MTND6P7	2	83044661	83045185
MTND6P8	2	131039657	131040179
MTND6P9	2	156169951	156170470
MTND6P10	2	132127357	132127874
MTND6P11	2	143851801	143852284
MTND6P12	X	5086958	5087480
MTND6P13	X	101263496	101264019
MTND6P14	1	235700819	235701341
MTND6P15	1	238112513	238113034
MTND6P16	4	65474622	65475142
MTND6P17	4	156373677	156374196
MTND6P18	13	96346236	96346749
MTND6P19	8	36136477	36137001
MTND6P20	8	47750409	47750827
MTND6P21	21	45892777	45893622
MTND6P22	5	99382153	99382674
MTND6P24	7	112013787	112014305
MTND6P25	11	81266951	81267467
MTND6P32	X	102061091	102061574
MTND6P33	16	10813689	10813872
MTNR1A	4	187454808	187476721
MTNR1B	11	92702885	92715948
MTO1	6	74171300	74218959
MTOR	1	11166591	11191615
MTOR-AS1	1	11203954	11209594
MTPAP	10	30598729	30654262
MTPN	7	135611508	135662064
MTR	1	236958609	237067281
MTRF1	13	41790504	41837713
MTRF1L	6	153308496	153323820
MTRF1LP1	11	113582441	113583120
MTRF1LP2	8	130740989	130742691
MTRNR2L1	17	22022436	22023991
MTRNR2L2	5	79945818	79946855
MTRNR2L3	20	55933495	55934878
MTRNR2L4	16	3421052	3422283
MTRNR2L5	10	57358749	57360488
MTRNR2L6	7	142374103	142375550
MTRNR2L7	10	37890365	37891859
MTRNR2L8	11	10529433	10530723
MTRNR2L9	6	62284007	62284534
MTRNR2L10	X	55207823	55208944
MTRNR2L11	1	238107023	238108575
MTRNR2L12	3	96335980	96337000
MTRNR2L13	4	117220015	117221520
MTRR	5	7851298	7862131
MTSS1	8	125563030	125740730
MTSS1L	16	70695106	70719969
MTTP	4	100484917	100504573
MTURN	7	30174425	30202378
MTUS1	8	17501303	17533838
MTUS2	13	29598747	30077892
MTUS2-AS1	13	30050651	30064242
MTUS2-AS2	13	29813515	29824691
MTX1	1	155178489	155183614
MTX1P1	1	155200765	155204116
MTX2	2	177134122	177202753
MTX3	5	79275583	79287068
MUC1	1	155158299	155162706
MUC2	11	1074874	1104419
MUC3A	7	100547186	100550424
MUC4	3	195473635	195539148
MUC5AC	11	1151579	1162361
MUC6	11	1012820	1036706
MUC7	4	71296208	71348713
MUC12	7	100612903	100662230
MUC13	3	124624288	124653595
MUC17	7	100663352	100702020
MUC19	12	40787196	40868979
MUC20	3	195447752	195464539
MUC20P1	3	195341817	195347104
MUC21	6	30951494	30957680
MUC22	6	30978250	31003179
MUL1	1	20825942	20834654
MUM1	19	1285889	1378430
MUM1L1	X	105412297	105452948
MUPP	9	115721413	115724541
MUSK	9	113431050	113468432
MUSTN1	3	52867129	52868931
MUT	6	49398072	49430904
MUTYH	1	45794834	45806119
MVB12A	19	17516530	17534608
MVB12B	9	129089127	129159912
MVD	16	88718342	88729518
MVK	12	110011059	110019340
MVP	16	29831714	29847108
MX1	21	42792230	42799793
MX2	21	42733869	42780870
MXD1	2	70124819	70165391
MXD3	5	176728461	176738871
MXD4	4	2249158	2264021
MXI1	10	111967362	112047123
MXRA5	X	3226605	3264682
MXRA5Y	Y	14077913	14108092
MXRA8	1	1288068	1289644
MYADM	19	54369476	54377510
MYADML	2	33947787	33952631
MYADML2	17	79897520	79905109
MYB	6	135502452	135540309
MYB-AS1	6	135516220	135517133
MYBBP1A	17	4442191	4458681
MYBL1	8	67474409	67525484
MYBL2	20	42295753	42344958
MYBPC1	12	101962130	102036217
MYBPC2	19	50936159	50969578
MYBPC3	11	47352956	47374253
MYBPH	1	203136938	203144941
MYBPHL	1	109834986	109849663
MYC	8	128747679	128752723
MYCBP	1	39328635	39339777
MYCBP2	13	77618791	77901177
MYCBP2-AS1	13	77649648	77661913
MYCBP2-AS2	13	77654645	77655325
MYCBPAP	17	48585744	48608858
MYCL	1	40361097	40367685
MYCLP1	X	106515811	106516888
MYCLP2	X	57960270	57961237
MYCN	2	16080685	16087129
MYCNOS	2	16061158	16081370
MYCNUT	2	16060520	16076139
MYCT1	6	153019029	153045702
MYD88	3	38179968	38184510
MYDGF	19	4641385	4664918
MYEF2	15	48431624	48470714
MYEOV	11	69061604	69064352
MYF5	12	81110690	81113452
MYF6	12	81101276	81103253
MYH1	17	10395623	10421860
MYH2	17	10424464	10452940
MYH3	17	10531842	10559467
MYH4	17	10346606	10372876
MYH6	14	23851198	23877486
MYH7	14	23881946	23904927
MYH7B	20	33563205	33590240
MYH8	17	10293638	10325267
MYH9	22	36677326	36784063
MYH10	17	8377522	8534079
MYH11	16	15797028	15950868
MYH13	17	10201400	10276447
MYH14	19	50691442	50813047
MYH15	3	108099215	108248169
MYH16	7	98836416	98908753
MYHAS	17	10286460	10527203
MYL1	2	211154873	211179914
MYL2	12	111348622	111358381
MYL3	3	46899361	46904973
MYL4	17	45277811	45301038
MYL5	4	667368	675816
MYL6	12	56551944	56555358
MYL6B	12	56546039	56551766
MYL6BP1	2	209134066	209134681
MYL6P1	21	45275770	45276223
MYL6P2	21	40860252	40860686
MYL6P3	10	66929195	66929627
MYL6P4	7	141511604	141512057
MYL6P5	17	69617118	69617577
MYL7	7	44178462	44180931
MYL8P	6	33306754	33307272
MYL9	20	35169886	35178228
MYL10	7	101256604	101272576
MYL12A	18	3247478	3256225
MYL12AP1	8	94861788	94862303
MYL12B	18	3261906	3278282
MYL12BP1	15	42864124	42864631
MYL12BP2	4	185220281	185220800
MYLIP	6	16129355	16147112
MYLK	3	123328895	123603178
MYLK-AS1	3	123304388	123363415
MYLK-AS2	3	123408490	123411254
MYLK2	20	30407110	30422492
MYLK3	16	46740890	46782221
MYLK4	6	2663862	2751154
MYLKP1	3	75377699	75388222
MYLPF	16	30382254	30388019
MYNN	3	169490618	169506969
MYO1A	12	57422300	57444549
MYO1B	2	192109910	192211000
MYO1C	17	1367391	1396106
MYO1D	17	30819539	31204195
MYO1E	15	59427112	59665099
MYO1F	19	8585673	8642461
MYO1G	7	45002260	45018678
MYO1H	12	109785707	109886176
MYO3A	10	26223195	26501456
MYO3B	2	171034654	171510991
MYO5A	15	52599479	52821247
MYO5B	18	47349182	47721463
MYO5BP2	9	66513031	66514308
MYO5BP3	9	68357279	68358558
MYO5C	15	52484518	52587995
MYO6	6	76458908	76629254
MYO7A	11	76839309	76926283
MYO7B	2	128293377	128395303
MYO9A	15	72114631	72410422
MYO9B	19	17186590	17324104
MYO10	5	16665394	16936372
MYO15A	17	18012019	18083116
MYO15B	17	73584138	73622929
MYO16	13	109248499	109860355
MYO16-AS1	13	109816249	109853831
MYO16-AS2	13	109753608	109754267
MYO18A	17	27400527	27507407
MYO18B	22	26138110	26423732
MYOC	1	171604556	171621823
MYOCD	17	12569206	12620707
MYOD1	11	17741114	17743678
MYOF	10	95066185	95139744
MYOG	1	203052259	203055164
MYOM1	18	3066804	3220106
MYOM2	8	1993154	2093380
MYOM3	1	24382524	24393069
MYOSLID	2	208104373	208110312
MYOT	5	137203479	137223540
MYOZ1	10	75391411	75401515
MYOZ2	4	120056938	120108944
MYOZ3	5	150040435	150056577
MYPN	10	69865911	69971456
MYPOP	19	46393277	46405862
MYRF	11	61520113	61534339
MYRFL	12	70219083	70352503
MYRIP	3	39850404	40299657
MYSM1	1	59120410	59165764
MYT1	20	62783143	62859453
MYT1L	2	1792884	2334966
MYT1L-AS1	2	2323003	2330882
MYZAP	15	57884138	57977562
MZB1	5	138723168	138725770
MZF1	19	59073297	59075980
MZF1-AS1	19	59070495	59081951
MZT1	13	73282494	73301825
MZT1P1	1	9840879	9841298
MZT1P2	7	138912966	138913351
MZT2A	2	132222472	132249908
MZT2B	2	130939309	130948286
N4BP2	4	40058445	40159872
N4BP2L1	13	32974860	33002315
N4BP2L2	13	33006553	33054775
N6AMT1	21	30244512	30257693
NAA10	X	153194694	153200676
NAA11	4	80146847	80246677
NAA15	4	140222608	140312536
NAA16	13	41885340	41936920
NAA20	20	19997759	20014273
NAA25	12	112464499	112546826
NAA35	9	88556060	88637213
NAA38	17	7760002	7761397
NAA40	11	63706430	63724791
NAA50	3	113435306	113465121
NAA60	16	3493610	3536963
NAAA	4	76831808	76862166
NAALAD2	11	89864682	89880568
NAALADL1	11	64812289	64815204
NAALADL2	3	174156362	174455536
NAALADL2-AS1	3	175490932	175494121
NAALADL2-AS2	3	174952650	174988885
NAALADL2-AS3	3	174797096	174833032
NAB1	2	191511471	191524360
NABP1	2	192542793	192547213
NABP2	12	56615798	56622816
NACA	12	57106211	57119326
NACA3P	4	165864441	165865089
NACAD	7	45120036	45128513
NACAP2	10	121756597	121757221
NACAP3	12	93517838	93518319
NACAP5	4	17553739	17554375
NACAP6	5	16192196	16192818
NACAP7	6	90131817	90132767
NACC1	19	13228916	13246518
NACC2	9	138898382	138942426
NADK	1	1682670	1711508
NADK2	5	36192693	36241493
NADK2-AS1	5	36221156	36222004
NADSYN1	11	71164154	71170102
NAE1	16	66836777	66842451
NAF1	4	164031224	164061489
NAGA	22	42454357	42466834
NAGK	2	71291473	71295511
NAGLU	17	40688189	40696467
NAGPA	16	5074844	5083935
NAIF1	9	130823511	130829600
NAIP	5	70264309	70316737
NALCN	13	101706129	102068706
NALCN-AS1	13	101360578	101711638
NALT1	9	139440663	139443901
NAMPT	7	105888730	105925638
NAMPTP1	10	36810648	36813162
NAMPTP2	5	144381415	144385352
NAMPTP3	16	34320266	34320490
NANOG	12	7940389	7947404
NANOGNB	12	7917811	7926717
NANOGNBP1	2	101276660	101277140
NANOGNBP2	12	133548923	133549476
NANOGP1	12	8045171	8051499
NANOGP2	2	223317118	223317845
NANOGP3	6	53283249	53283535
NANOGP4	7	29251917	29252830
NANOGP5	9	102937459	102938336
NANOGP6	10	101548320	101549167
NANOGP7	14	92070745	92071663
NANOGP8	15	35376393	35377311
NANOGP9	X	64992582	64993474
NANOGP10	X	43266913	43267808
NANOS1	10	120789227	120793854
NANP	20	25593570	25604811
NANS	9	100819020	100845357
NAP1L1	12	76438669	76478813
NAP1L1P1	11	125937433	125938496
NAP1L1P2	Y	2797041	2799161
NAP1L1P3	3	120524712	120525592
NAP1L2	X	72432134	72434684
NAP1L3	X	92925928	92928567
NAP1L4	11	2965666	3013607
NAP1L4P1	1	117075557	117076714
NAP1L4P2	X	105709771	105710670
NAP1L4P3	13	48337594	48338741
NAP1L5	4	89617065	89619386
NAP1L6	X	72345875	72347919
NAPA	19	47990893	48018497
NAPB	20	23355158	23402125
NAPEPLD	7	102740222	102755787
NAPG	18	10525901	10550798
NAPGP1	10	90459439	90460158
NAPRT	8	144656954	144660783
NAPSB	19	50837052	50837818
NARF	17	80416055	80426675
NARF-IT1	17	80439973	80441264
NARFL	16	779752	791002
NARS	18	55267887	55289405
NARS2	11	78147006	78285909
NARSP2	8	63023082	63023761
NASP	1	46049517	46080803
NAT1	8	18027985	18080263
NAT2	8	18248754	18258728
NAT6	3	50333832	50336847
NAT8	2	73867958	73869520
NAT8B	2	73927753	73928432
NAT8L	4	2061238	2070815
NAT9	17	72766685	72772470
NAT10	11	34127148	34168457
NAT14	19	55996370	55998935
NAT16	7	100813773	100823557
NATP	8	18228115	18228993
NAV1	1	201592410	201598668
NAV2	11	19372270	20143144
NAV2-AS1	11	20141229	20142178
NAV2-AS2	11	20065391	20070849
NAV2-AS3	11	20000244	20002883
NAV2-AS4	11	19532436	19541443
NAV2-AS5	11	19524218	19528776
NAV2-IT1	11	19402030	19406561
NAV3	12	78224684	78443787
NAXD	13	111267880	111291542
NAXE	1	156561553	156564091
NBAS	2	15307031	15701454
NBAT1	6	22135185	22147422
NBDY	X	56755691	56844813
NBEA	13	35516423	36246872
NBEAL1	2	203879601	204084597
NBEAL2	3	47021172	47051193
NBEAP1	15	20862966	20893737
NBEAP3	22	16100516	16124973
NBL1	1	19967047	19983427
NBN	8	90945563	91015456
NBPF1	1	16888813	16939982
NBPF2P	1	21751117	21754460
NBPF3	1	21766620	21809960
NBPF4	1	108765962	108786689
NBPF5P	1	108918459	108953429
NBPF6	1	108918420	109013624
NBPF7	1	120377387	120387779
NBPF13P	1	146490894	146514599
NBPF17P	1	149089874	149130302
NBPF20	1	144146807	144160564
NBPF21P	3	36657497	36678949
NBPF22P	5	85578277	85592281
NBR2	17	41277626	41297130
NCALD	8	102698770	103136562
NCAM1	11	112831996	113146109
NCAM1-AS1	11	113140253	113144528
NCAM2	21	22370632	22915650
NCAN	19	19322781	19363042
NCAPD2	12	6602521	6620358
NCAPD2P1	7	34789864	34791665
NCAPD3	11	134020013	134023944
NCAPG	4	17812524	17846485
NCAPG2	7	158424002	158459930
NCAPGP1	8	121647797	121650444
NCAPGP2	15	30297407	30298633
NCAPH	2	97001524	97039583
NCAPH2	22	50946644	50961901
NCBP1	9	100395907	100436030
NCBP2	3	196662272	196664561
NCBP2-AS1	3	196666747	196669405
NCBP2-AS2	3	196669493	196670411
NCBP2L	X	107020962	107037912
NCBP3	17	3714459	3749540
NCCRP1	19	39687600	39692524
NCDN	1	36023073	36032373
NCEH1	3	172348038	172429008
NCF1	7	74188308	74203657
NCF1B	7	72634610	72649978
NCF1C	7	74572444	74587848
NCF2	1	183524697	183559739
NCF4	22	37257029	37274057
NCF4-AS1	22	37243414	37266483
NCK1	3	136581049	136667968
NCK1-AS1	3	136560567	136580879
NCK2	2	106361353	106510730
NCKAP1	2	183773842	183903200
NCKAP1L	12	54891494	54937726
NCKAP5	2	133429373	134326031
NCKAP5-IT1	2	134189236	134191468
NCKAP5L	12	50184928	50190785
NCKIPSD	3	48701363	48723334
NCL	2	232318241	232329305
NCLP1	9	139707239	139709988
NCLP2	X	134209165	134210627
NCMAP	1	24882601	24935816
NCOA1	2	24714782	24866924
NCOA2	8	71021996	71316040
NCOA3	20	46130600	46285621
NCOA4P2	4	89429741	89431554
NCOA4P3	4	146545310	146547187
NCOA4P4	5	138873840	138875701
NCOA5	20	44689623	44718591
NCOA6	20	33284721	33302432
NCOA7	6	126102306	126252257
NCOA7-AS1	6	126119001	126140004
NCOR1	17	15932470	16118863
NCOR1P1	20	26084051	26094664
NCOR1P3	7	57659499	57669810
NCOR2	12	124808960	125020149
NCR1	19	55417507	55424439
NCR2	6	41303392	41318596
NCR3	6	31556671	31560762
NCR3LG1	11	17373272	17398888
NCS1	9	132934856	132999583
NCSTN	1	160313061	160328742
NCSTNP1	21	28864436	28864580
NDC1	1	54231132	54304533
NDC80	18	2571509	2616634
NDE1	16	15737123	15793679
NDE1P2	13	37378334	37379439
NDEL1	17	8316448	8351915
NDFIP1	5	141488069	141534005
NDFIP1P1	12	18511376	18511901
NDFIP2	13	80055286	80130210
NDFIP2-AS1	13	80051498	80055366
NDN	15	23930564	23932450
NDNF	4	121956767	121993673
NDOR1	9	140100146	140111461
NDP	X	43808021	43832750
NDP-AS1	X	43808977	43828866
NDRG1	8	134249413	134309480
NDRG2	14	21484921	21493982
NDRG3	20	35280168	35374481
NDRG4	16	58496749	58538553
NDST1	5	149865380	149901020
NDST1-AS1	5	149855093	149865531
NDST2	10	75561668	75571342
NDST3	4	118954772	118976800
NDST4	4	115748918	116035032
NDUFA1	X	119005449	119010625
NDUFA2	5	140018324	140026899
NDUFA3	19	54606035	54610268
NDUFA3P1	19	44801256	44801508
NDUFA3P2	11	68256076	68256308
NDUFA3P3	1	226151878	226152128
NDUFA3P4	15	90929045	90929295
NDUFA3P6	16	31185893	31186143
NDUFA4	7	10971577	10979883
NDUFA4L2	12	57628685	57631121
NDUFA4P2	3	102959830	102960074
NDUFA5	7	123177050	123197834
NDUFA5P1	11	3343091	3343432
NDUFA5P2	8	105578313	105578657
NDUFA5P3	9	19383214	19383885
NDUFA5P4	9	35874806	35875191
NDUFA5P5	3	88650210	88650552
NDUFA5P6	12	127008793	127009172
NDUFA5P7	X	85321230	85321472
NDUFA5P8	11	3297274	3297620
NDUFA5P9	6	86923954	86924294
NDUFA5P10	1	110353263	110353620
NDUFA5P11	16	47632564	47632907
NDUFA5P12	8	48076492	48077147
NDUFA6	22	42481528	42486959
NDUFA6-AS1	22	42486934	42535286
NDUFA7	19	8373489	8386259
NDUFA8	9	124894744	124922066
NDUFA8P1	10	76401167	76401534
NDUFA9	12	4758260	4777704
NDUFA9P1	22	36293317	36294452
NDUFA10	2	240831866	240951077
NDUFA11	19	5891286	5903797
NDUFA12	12	95290830	95397436
NDUFA12P1	13	100680022	100680428
NDUFA13	19	19626544	19639006
NDUFAB1	16	23592322	23607677
NDUFAB1P1	6	71444205	71444665
NDUFAF1	15	41679550	41694642
NDUFAF2	5	60240955	60448853
NDUFAF3	3	49057891	49060720
NDUFAF4	6	97337188	97345757
NDUFAF4P1	15	49448525	49449044
NDUFAF4P2	7	93474100	93474643
NDUFAF4P3	3	37831411	37831936
NDUFAF4P4	1	174818804	174819306
NDUFAF5	20	13765595	13799067
NDUFAF6	8	95907994	96059318
NDUFAF7	2	37458773	37474719
NDUFAF8	17	79213038	79215081
NDUFB1	14	92582465	92588068
NDUFB1P1	3	48223036	48223216
NDUFB1P2	1	223119066	223119242
NDUFB2	7	140390576	140406446
NDUFB2-AS1	7	140395135	140396877
NDUFB2P1	4	155645737	155646032
NDUFB3	2	201936155	201950236
NDUFB4	3	120315155	120321347
NDUFB4P1	3	67564363	67564744
NDUFB4P2	5	58824686	58825077
NDUFB4P3	17	19743438	19743828
NDUFB4P4	2	26109832	26110075
NDUFB4P5	2	87161584	87161945
NDUFB4P6	2	113043633	113043999
NDUFB4P7	2	88268127	88268490
NDUFB4P8	1	1314045	1314412
NDUFB4P9	4	141235316	141235704
NDUFB4P10	20	44016986	44017345
NDUFB4P11	14	103606011	103606406
NDUFB4P12	4	43900473	43901368
NDUFB5	3	179322477	179335206
NDUFB5P1	4	181494616	181495180
NDUFB5P2	X	96208628	96209194
NDUFB6	9	32552996	32573160
NDUFB7	19	14676889	14682874
NDUFB8	10	102267202	102289638
NDUFB9	8	125551343	125562220
NDUFB9P1	5	68645762	68646272
NDUFB9P2	7	131438504	131439011
NDUFB9P3	8	111821622	111822123
NDUFB10	16	2009508	2011976
NDUFB10P1	15	57617669	57618645
NDUFB10P2	7	141051776	141052568
NDUFB11	X	47001614	47004903
NDUFB11P1	11	92069197	92069662
NDUFC1	4	140188033	140216969
NDUFC2	11	77779349	77791265
NDUFC2-KCTD14	11	77728016	77790890
NDUFS1	2	206979540	207024327
NDUFS2	1	161166893	161176383
NDUFS3	11	47586887	47606113
NDUFS4	5	52856462	52979049
NDUFS5	1	39491989	39500308
NDUFS5P1	6	136796999	136797288
NDUFS5P2	1	97049972	97050290
NDUFS5P3	1	53174793	53175114
NDUFS5P4	4	99897950	99898268
NDUFS5P5	4	119321668	119321989
NDUFS5P6	8	68761278	68761573
NDUFS6	5	1801513	1816719
NDUFS6P1	3	135678116	135678432
NDUFS7	19	1383525	1393544
NDUFS8	11	67798083	67801197
NDUFV1	11	67374322	67379977
NDUFV2	18	9102627	9134343
NDUFV2-AS1	18	9121262	9136643
NDUFV2P1	19	53727225	53728132
NDUFV3	21	44299753	44329215
NEAT1	11	65190244	65192232
NEB	2	152341849	152591001
NEBL	10	21068901	21186531
NEBL-AS1	10	21462942	21463977
NECAB1	8	91803777	91971636
NECAB2	16	84002236	84036381
NECAB3	20	32244892	32262269
NECAP1	12	8234806	8250367
NECAP1P1	7	37625102	37625932
NECAP1P2	2	74577195	74578136
NECAP2	1	16767166	16786573
NECTIN1	11	119494119	119508910
NECTIN2	19	45349431	45382198
NECTIN3	3	110788917	110837688
NECTIN3-AS1	3	110612554	110790371
NECTIN4	1	161040784	161059389
NEDD1	12	97301000	97347129
NEDD4	15	56119119	56209329
NEDD4L	18	55711598	56063806
NEDD8	14	24686057	24701660
NEDD8-MDP1	14	24683160	24701542
NEDD9	6	11183530	11232915
NEFH	22	29876218	29887379
NEFHP1	1	117282602	117285231
NEFLP1	Y	23382991	23383975
NEFM	8	24770524	24776606
NEFMP1	10	56359437	56360443
NEGR1	1	71861622	72748417
NEGR1-IT1	1	72259914	72302695
NEIL1	15	75639295	75641312
NEIL2	8	11627147	11644854
NEIL3	4	178230989	178284097
NEK1	4	170314425	170533763
NEK2	1	211836113	211848960
NEK2P2	22	16364866	16366204
NEK2P4	2	131935190	131936519
NEK3	13	52706774	52733695
NEK4	3	52744799	52804965
NEK4P1	21	18582786	18583665
NEK4P2	17	16569420	16570432
NEK4P3	10	66814217	66814761
NEK5	13	52611092	52636268
NEK6	9	127019884	127114717
NEK7	1	198126092	198291550
NEK9	14	75548821	75593783
NEK10	3	27151575	27257966
NEK11	3	130745693	130903595
NELFA	4	1984440	2011837
NELFB	9	140149624	140167998
NELFCD	20	57556262	57570188
NELFE	6	31919863	31926887
NELL1	11	20691116	21597227
NELL2	12	44902057	45269437
NEMF	14	50249996	50319921
NEMP1	12	57449425	57472546
NEMP2	2	191369067	191399448
NENF	1	212606228	212619714
NENFP1	1	47131581	47132047
NENFP2	12	102357678	102358118
NENFP3	5	13553762	13554075
NEO1	15	73344050	73597546
NEPNP	6	117954868	117966250
NEPRO	3	112721286	112738686
NES	1	156638554	156647189
NET1	10	5454513	5500426
NETO1	18	70409548	70534810
NETO2	16	47111613	47177908
NEU1	6	31825435	31830573
NEU2	2	233897381	233899767
NEU4	2	242749919	242758739
NEURL1	10	105253735	105352309
NEURL1-AS1	10	105239359	105277150
NEURL1B	5	172068268	172118543
NEURL2	20	44517263	44519115
NEURL3	2	97163382	97173846
NEURL4	17	7218946	7232647
NEUROD1	2	182537814	182545274
NEUROD2	17	37759788	37766030
NEUROD6	7	31377074	31380508
NEUROG1	5	134869990	134871639
NEUROG2	4	113434671	113437328
NEUROG3	10	71331453	71332994
NEXN	1	78354197	78399069
NEXN-AS1	1	78347032	78355224
NF1	17	29421944	29704695
NF1P1	15	21122014	21140987
NF1P2	15	22133180	22152165
NF1P3	21	15373247	15377600
NF1P4	14	20078032	20087764
NF1P5	18	14152997	14153075
NF1P6	22	16345911	16355362
NF1P8	2	131947406	131955066
NF1P12	12	38600032	38600994
NF2	22	29999544	30094583
NFAM1	22	42776415	42828401
NFASC	1	204797778	204980052
NFAT5	16	69598996	69738553
NFATC1	18	77155855	77289325
NFATC2	20	50003493	50159258
NFATC2IP	16	28962127	28977019
NFATC3	16	68118653	68260837
NFATC4	14	24834878	24841022
NFE2L2	2	178092322	178097215
NFE2L3	7	26191859	26226745
NFE2L3P1	18	57636669	57638628
NFE4	7	102613968	102629303
NFIA	1	61330930	61921197
NFIA-AS1	1	61714616	61719182
NFIA-AS2	1	61405910	61436448
NFIB	9	14081841	14398982
NFIL3	9	94171326	94186144
NFIX	19	13106421	13207015
NFKB1	4	103422485	103538459
NFKB2	10	104153866	104156055
NFKBIA	14	35870716	35873952
NFKBIE	6	44225902	44233500
NFKBIL1	6	31514646	31526606
NFKBIZ	3	101546834	101570970
NFRKB	11	129733530	129764336
NFS1	20	34255976	34287281
NFU1	2	69622881	69664760
NFU1P1	3	39685128	39686196
NFU1P2	1	98542555	98543024
NFX1	9	33290508	33371155
NFXL1	4	47849256	47916653
NFYA	6	41040683	41067715
NFYAP1	13	64549583	64550555
NFYB	12	104510854	104532067
NFYC	1	41157319	41224120
NFYC-AS1	1	41156051	41157738
NGB	14	77731825	77737655
